manufacturer,year,model,total_range_in_mls,electric_consumption,electric_storage,analogue_consumption,analogue_storage,emission_value,min_price,max_price,car_type
Ford,2022,Mustang Mach-E RWD Extended,270,97,10.9,0,0.0,0,38270.0,38270.0,Electricity
Ford,2021,Mustang Mach-E RWD Extended,260,97,10.9,0,0.0,0,38200.0,38200.0,Electricity
Ford,2021,Mustang Mach-E AWD,260,93,8.5,0,0.0,0,36550.0,36550.0,Electricity
Ford,2023,Mustang Mach-E AWD,260,93,8.0,0,0.0,0,28800.0,37400.0,Electricity
Ford,2022,Mustang Mach-E AWD,320,93,8.0,0,0.0,0,34960.0,43970.0,Electricity
Ford,2023,Mustang Mach-E AWD Extended,320,92,10.0,0,0.0,0,34190.0,43900.0,Electricity
Ford,2022,Mustang Mach-E AWD Extended,240,91,10.7,0,0.0,0,38510.0,42550.0,Electricity
Ford,2021,Mustang Mach-E AWD Extended,230,90,10.7,0,0.0,0,47190.0,47190.0,Electricity
Ford,2023,Mustang Mach-E GT,300,84,10.3,0,0.0,0,43190.0,43190.0,Electricity
Ford,2022,Mustang Mach-E GT,300,84,10.3,0,0.0,0,50190.0,60190.0,Electricity
Ford,2021,Mustang Mach-E GT,588,84,10.3,0,0.0,0,,,Electricity
Ford,2023,Mustang Mach-E GT Performance,588,82,10.1,0,0.0,0,,,Electricity
Ford,2022,Mustang Mach-E GT Performance,582,82,10.1,0,0.0,0,,,Electricity
Ford,2021,Mustang Mach-E GT Performance,574,82,10.1,0,0.0,0,,,Electricity
Ford,2023,F-150 Lightning 4WD Extended Range,574,70,10.1,0,0.0,254,16390.0,20400.0,Regular Gasoline
Ford,2022,F-150 Lightning 4WD Extended Range,568,70,10.1,0,0.0,254,15980.0,19970.0,Regular Gasoline
Ford,2023,F-150 Lightning 4WD,558,68,11.9,0,0.0,254,15580.0,18990.0,Regular Gasoline
Ford,2022,F-150 Lightning 4WD,558,68,11.9,0,0.0,254,14980.0,18390.0,Regular Gasoline
Ford,2022,Escape FWD PHEV,558,105,3.3,105,12.0,253,14830.0,18340.0,Regular Gasoline
Ford,2021,Escape FWD PHEV,558,105,3.3,105,12.0,261,27700.0,31640.0,Regular Gasoline
Ford,2020,Escape FWD PHEV,511,102,3.3,102,12.0,262,14600.0,16090.0,Regular Gasoline
Ford,2023,F-150 Lightning Platinum 4WD,511,66,9.3,0,0.0,262,20890.0,21820.0,Regular Gasoline
Ford,2022,F-150 Lightning Platinum 4WD,511,66,9.3,0,0.0,269,21050.0,23610.0,Regular Gasoline
Ford,2023,Escape FWD PHEV,384,101,3.4,101,12.0,269,20590.0,23150.0,Regular Gasoline
Ford,2020,Fusion Energi Plug-in Hybrid,444,103,2.6,103,14.0,269,19990.0,22550.0,Regular Gasoline
Ford,2019,Fusion Energi Plug-in Hybrid,372,103,2.6,103,14.0,269,19600.0,22140.0,Regular Gasoline
Ford,2020,Fusion Special Service PHEV,444,102,2.6,102,14.0,268,19070.0,21320.0,Regular Gasoline
Ford,2019,Fusion Special Service Vehicle PHEV,444,102,2.6,102,14.0,271,18640.0,20970.0,Regular Gasoline
Ford,2020,Fusion Hybrid FWD,386,0,0.0,42,14.0,276,29050.0,32990.0,Regular Gasoline
Ford,2019,Fusion Hybrid FWD,386,0,0.0,42,14.0,270,23980.0,23980.0,Regular Gasoline
Ford,2022,Escape FWD HEV,381,0,0.0,41,14.2,269,28420.0,30110.0,Regular Gasoline
Ford,2021,Escape FWD HEV,504,0,0.0,41,0.0,271,27360.0,29050.0,Regular Gasoline
Ford,2020,Escape FWD HEV,440,0,0.0,41,0.0,269,27360.0,29050.0,Regular Gasoline
Ford,2020,Fusion Hybrid Taxi,440,0,0.0,41,14.0,271,27150.0,28840.0,Regular Gasoline
Ford,2019,Fusion Hybrid Taxi,440,0,0.0,41,14.0,270,26050.0,26050.0,Regular Gasoline
Ford,2022,Escape AWD HEV,347,0,0.0,40,14.2,275,27450.0,27450.0,Regular Gasoline
Ford,2021,Escape AWD HEV,486,0,0.0,40,0.0,268,20200.0,21420.0,Regular Gasoline
Ford,2020,Escape AWD HEV,486,0,0.0,40,0.0,269,19950.0,21030.0,Regular Gasoline
Ford,2024,Escape AWD HEV,486,0,0.0,39,14.3,268,19510.0,20570.0,Regular Gasoline
Ford,2023,Escape AWD HEV,446,0,0.0,39,14.3,268,19310.0,20370.0,Regular Gasoline
Ford,2024,Escape FWD HEV,446,0,0.0,39,14.3,278,35830.0,35830.0,Regular Gasoline
Ford,2023,Escape FWD HEV,416,0,0.0,39,14.3,278,12460.0,23220.0,Regular Gasoline
Ford,2024,Maverick HEV FWD,416,0,0.0,37,13.8,278,35270.0,38700.0,Regular Gasoline
Ford,2022,Maverick HEV FWD,416,0,0.0,37,13.8,278,33710.0,37590.0,Regular Gasoline
Ford,2023,Maverick HEV FWD,416,0,0.0,37,13.8,278,33710.0,37590.0,Regular Gasoline
Ford,2019,Fiesta FWD,468,0,0.0,31,12.4,278,33500.0,36930.0,Regular Gasoline
Ford,2022,Escape FWD,468,0,0.0,30,14.8,284,,,Regular Gasoline
Ford,2021,Escape FWD,411,0,0.0,30,0.0,278,24900.0,24900.0,Regular Gasoline
Ford,2019,Fiesta FWD,300,0,0.0,30,12.4,281,24550.0,24550.0,Regular Gasoline
Ford,2024,Escape FWD,411,0,0.0,30,14.8,278,24300.0,35180.0,Regular Gasoline
Ford,2023,Escape FWD,300,0,0.0,30,14.8,278,24000.0,35750.0,Regular Gasoline
Ford,2020,Escape FWD,411,0,0.0,30,0.0,283,23090.0,23090.0,Regular Gasoline
Ford,2021,EcoSport FWD,300,0,0.0,28,13.8,283,22700.0,22700.0,Regular Gasoline
Ford,2020,EcoSport FWD,411,0,0.0,28,13.8,283,21850.0,21850.0,Regular Gasoline
Ford,2019,EcoSport FWD,411,0,0.0,28,13.6,280,21650.0,21650.0,Regular Gasoline
Ford,2020,Explorer HEV RWD,411,0,0.0,28,18.0,282,26000.0,32700.0,Regular Gasoline
Ford,2024,Escape AWD,411,0,0.0,28,15.7,282,25630.0,26430.0,Regular Gasoline
Ford,2023,Escape AWD,284,0,0.0,28,15.7,287,29920.0,31610.0,Regular Gasoline
Ford,2022,Escape AWD,411,0,0.0,28,15.7,287,28860.0,30550.0,Regular Gasoline
Ford,2021,Escape AWD,411,0,0.0,28,0.0,287,28860.0,30550.0,Regular Gasoline
Ford,2020,Escape AWD,408,0,0.0,28,0.0,287,28650.0,38430.0,Regular Gasoline
Ford,2019,Fiesta ST FWD,408,0,0.0,28,12.4,287,36770.0,40200.0,Regular Gasoline
Ford,2023,Explorer HEV RWD,408,0,0.0,27,18.0,288,35210.0,39090.0,Regular Gasoline
Ford,2022,Explorer HEV RWD,429,0,0.0,27,18.0,287,35210.0,39090.0,Regular Gasoline
Ford,2021,Explorer HEV RWD,429,0,0.0,27,18.0,288,,,Regular Gasoline
Ford,2020,Fusion FWD,408,0,0.0,27,16.5,287,,,Regular Gasoline
Ford,2019,Fusion FWD,765,0,0.0,27,16.5,287,27830.0,32330.0,Regular Gasoline
Ford,2024,Bronco Sport 4WD,765,0,0.0,26,16.0,290,26900.0,31250.0,Regular Gasoline
Ford,2023,Bronco Sport 4WD,395,0,0.0,26,16.0,290,26550.0,30900.0,Regular Gasoline
Ford,2022,Bronco Sport 4WD,395,0,0.0,26,16.0,288,25900.0,29750.0,Regular Gasoline
Ford,2021,Bronco Sport 4WD,395,0,0.0,26,16.0,288,29400.0,35030.0,Regular Gasoline
Ford,2023,Explorer Platinum HEV RWD,300,0,0.0,26,18.0,287,25900.0,30340.0,Regular Gasoline
Ford,2022,Explorer Platinum HEV RWD,395,0,0.0,26,18.0,289,25550.0,31390.0,Regular Gasoline
Ford,2021,Transit Connect Wagon LWB FFV,300,0,0.0,26,15.8,296,14600.0,16090.0,Regular Gasoline
Ford,2020,Transit Connect Wagon LWB FFV,395,0,0.0,26,15.8,292,26050.0,26050.0,Regular Gasoline
Ford,2019,Transit Connect Wagon LWB FFV,300,0,0.0,26,15.8,297,12460.0,23220.0,Regular Gasoline
Ford,2021,Transit Connect Wagon LWB FWD,395,0,0.0,26,15.8,296,16390.0,20400.0,Regular Gasoline
Ford,2020,Transit Connect Wagon LWB FWD,300,0,0.0,26,15.8,296,15980.0,19970.0,Regular Gasoline
Ford,2019,Transit Connect Wagon LWB FWD,395,0,0.0,26,15.8,296,15580.0,18990.0,Regular Gasoline
Ford,2022,Transit Connect Wagon LWB FFV,395,0,0.0,26,15.8,296,14980.0,18390.0,Regular Gasoline
Ford,2023,Transit Connect Wagon LWB FWD,395,0,0.0,26,15.8,296,14830.0,18340.0,Regular Gasoline
Ford,2022,Transit Connect Wagon LWB FWD,345,0,0.0,26,15.8,300,28300.0,34200.0,Regular Gasoline
Ford,2024,Escape AWD,345,0,0.0,26,15.7,300,27930.0,33830.0,Regular Gasoline
Ford,2023,Escape AWD,345,0,0.0,26,15.7,300,27300.0,31740.0,Regular Gasoline
Ford,2021,Escape AWD,340,0,0.0,26,0.0,295,34250.0,34250.0,Regular Gasoline
Ford,2020,Escape AWD,450,0,0.0,26,0.0,300,25650.0,33750.0,Regular Gasoline
Ford,2019,Escape FWD,450,0,0.0,26,15.7,300,25350.0,31440.0,Regular Gasoline
Ford,2024,Maverick FWD,450,0,0.0,26,16.5,307,12460.0,23220.0,Premium Gasoline
Ford,2022,Maverick FWD,450,0,0.0,26,16.5,304,,,Regular Gasoline
Ford,2024,Mustang,388,0,0.0,26,0.0,310,27450.0,27450.0,Regular Gasoline
Ford,2022,Escape AWD,398,0,0.0,26,15.7,312,25490.0,31840.0,Regular Gasoline
Ford,2021,F150 Pickup 2WD HEV,575,0,0.0,25,30.6,312,25020.0,31490.0,Regular Gasoline
Ford,2023,F150 Pickup 2WD HEV,462,0,0.0,25,30.6,307,28300.0,34600.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD HEV,392,0,0.0,25,0.0,309,,,Regular Gasoline
Ford,2020,Transit Connect Van 2WD,412,0,0.0,25,15.8,307,27250.0,27250.0,Regular Gasoline
Ford,2019,Transit Connect Van 2WD,412,0,0.0,25,15.8,307,33380.0,33380.0,Regular Gasoline
Ford,2022,Transit Connect Van FFV,398,0,0.0,25,15.8,311,28200.0,35700.0,Regular Gasoline
Ford,2021,Transit Connect Van FFV,388,0,0.0,25,15.8,311,35330.0,35330.0,Regular Gasoline
Ford,2020,Transit Connect Van FFV,388,0,0.0,25,15.8,311,26900.0,31250.0,Regular Gasoline
Ford,2019,Transit Connect Van FFV,388,0,0.0,25,15.8,311,,,Regular Gasoline
Ford,2022,Transit Connect Van FWD,388,0,0.0,25,15.8,311,25900.0,29750.0,Regular Gasoline
Ford,2021,Transit Connect Van FWD,412,0,0.0,25,15.8,311,29400.0,35030.0,Regular Gasoline
Ford,2023,Transit Connect Van FWD,412,0,0.0,25,15.8,318,,,Regular Gasoline
Ford,2023,Maverick FWD,412,0,0.0,25,0.0,318,24960.0,29590.0,Regular Gasoline
Ford,2022,EcoSport AWD,388,0,0.0,25,13.8,318,24160.0,28790.0,Regular Gasoline
Ford,2021,EcoSport AWD,734,0,0.0,25,13.8,317,23430.0,28600.0,Regular Gasoline
Ford,2020,EcoSport AWD,377,0,0.0,25,13.8,318,22340.0,28060.0,Regular Gasoline
Ford,2019,EcoSport AWD,552,0,0.0,25,13.6,324,26840.0,33190.0,Regular Gasoline
Ford,2023,Explorer HEV AWD,396,0,0.0,25,18.0,324,26370.0,32840.0,Regular Gasoline
Ford,2022,Explorer HEV AWD,372,0,0.0,25,18.0,330,26040.0,26040.0,Premium Gasoline
Ford,2021,Explorer HEV AWD,372,0,0.0,25,18.0,330,26040.0,26040.0,Premium Gasoline
Ford,2020,Explorer HEV AWD,444,0,0.0,25,18.0,330,26460.0,31090.0,Regular Gasoline
Ford,2023,Mustang,444,0,0.0,25,15.5,330,,,Regular Gasoline
Ford,2022,Mustang,377,0,0.0,25,15.9,329,24780.0,29950.0,Regular Gasoline
Ford,2019,F150 Pickup 2WD,377,0,0.0,25,24.5,330,23690.0,29410.0,Regular Gasoline
Ford,2019,Edge FWD,283,0,0.0,25,18.5,360,23630.0,24680.0,Regular Gasoline
Ford,2019,Escape FWD,624,0,0.0,25,15.7,356,,,Regular Gasoline
Ford,2024,Maverick AWD,372,0,0.0,25,16.5,356,,,Regular Gasoline
Ford,2022,Maverick AWD,382,0,0.0,25,16.5,366,,,Regular Gasoline
Ford,2022,Mustang,372,0,0.0,25,15.9,371,38340.0,44450.0,Premium Gasoline
Ford,2021,Mustang,430,0,0.0,25,15.5,370,37840.0,43150.0,Premium Gasoline
Ford,2021,Mustang,430,0,0.0,25,15.5,370,37090.0,42320.0,Premium Gasoline
Ford,2020,Mustang,430,0,0.0,25,15.5,378,34450.0,41840.0,Premium Gasoline
Ford,2019,Mustang,430,0,0.0,25,15.5,378,34050.0,41540.0,Premium Gasoline
Ford,2020,Fusion FWD,430,0,0.0,25,16.5,379,37980.0,44400.0,Regular Gasoline
Ford,2019,Fusion FWD,430,0,0.0,25,16.5,379,37220.0,40040.0,Regular Gasoline
Ford,2019,Fusion FWD,624,0,0.0,25,16.5,384,36540.0,42440.0,Regular Gasoline
Ford,2019,Mustang,624,0,0.0,25,15.5,386,34640.0,40540.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD HEV,552,0,0.0,24,30.6,393,39890.0,47900.0,Regular Gasoline
Ford,2019,Escape AWD,414,0,0.0,24,15.7,391,35860.0,47410.0,Regular Gasoline
Ford,2019,F150 2WD BASE PAYLOAD LT TIRE,414,0,0.0,24,24.5,392,35010.0,46560.0,Regular Gasoline
Ford,2023,Maverick AWD,704,0,0.0,24,0.0,390,34360.0,45910.0,Regular Gasoline
Ford,2020,Fusion FWD,704,0,0.0,24,16.5,388,33330.0,45530.0,Regular Gasoline
Ford,2023,Mustang,426,0,0.0,24,15.5,388,32970.0,45230.0,Regular Gasoline
Ford,2020,Mustang,426,0,0.0,24,15.5,388,38190.0,46200.0,Regular Gasoline
Ford,2021,Edge FWD,426,0,0.0,24,18.5,387,34160.0,45710.0,Regular Gasoline
Ford,2020,Edge FWD,426,0,0.0,24,18.5,387,33310.0,44860.0,Regular Gasoline
Ford,2019,Escape FWD,426,0,0.0,24,15.7,387,32810.0,44360.0,Regular Gasoline
Ford,2019,Escape FWD FFV,426,0,0.0,24,15.7,386,31730.0,43930.0,Regular Gasoline
Ford,2020,F150 Pickup 2WD,426,0,0.0,24,26.0,385,31370.0,43630.0,Regular Gasoline
Ford,2023,Mustang,426,0,0.0,24,15.5,388,36080.0,49050.0,Regular Gasoline
Ford,2022,Mustang,361,0,0.0,24,15.9,390,35320.0,38140.0,Regular Gasoline
Ford,2021,Mustang,368,0,0.0,24,15.5,392,31980.0,38390.0,Regular Gasoline
Ford,2024,Mustang Performance Package,368,0,0.0,24,0.0,395,31530.0,38020.0,Regular Gasoline
Ford,2024,Explorer RWD,368,0,0.0,24,17.9,401,33670.0,40080.0,Regular Gasoline
Ford,2023,Explorer RWD,368,0,0.0,24,17.9,400,50950.0,50950.0,Regular Gasoline
Ford,2022,Explorer RWD,414,0,0.0,24,17.9,399,49040.0,49040.0,Regular Gasoline
Ford,2021,Explorer RWD,414,0,0.0,24,17.9,396,41740.0,50190.0,Regular Gasoline
Ford,2021,Explorer RWD,414,0,0.0,24,17.9,405,42310.0,52310.0,Premium Gasoline
Ford,2020,Explorer RWD,414,0,0.0,24,17.9,405,40990.0,53990.0,Premium Gasoline
Ford,2020,F150 2WD BASE PAYLOAD LT TIRE,414,0,0.0,24,26.0,406,30090.0,47190.0,Premium Gasoline
Ford,2020,F150 Pickup 4WD XL/XLT,414,0,0.0,24,26.0,409,,,Premium Gasoline
Ford,2019,F150 Pickup 4WD XL/XLT,414,0,0.0,24,24.5,404,33220.0,39710.0,Regular Gasoline
Ford,2023,Explorer Platinum HEV AWD,426,0,0.0,23,18.0,418,43900.0,43900.0,Premium Gasoline
Ford,2022,Explorer Platinum HEV AWD,426,0,0.0,23,18.0,418,43140.0,43140.0,Premium Gasoline
Ford,2023,F150 Pickup 4WD HEV,426,0,0.0,23,30.6,414,44910.0,44910.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD HEV,412,0,0.0,23,0.0,424,44560.0,44560.0,Regular Gasoline
Ford,2024,F150 Pickup 4WD HEV,412,0,0.0,23,30.6,425,19290.0,34310.0,Regular Gasoline
Ford,2024,Edge AWD,356,0,0.0,23,18.5,429,,,Premium Gasoline
Ford,2024,Edge AWD,356,0,0.0,23,18.5,429,,,Premium Gasoline
Ford,2023,Edge AWD,366,0,0.0,23,18.5,437,30030.0,39900.0,Regular Gasoline
Ford,2022,Edge AWD,366,0,0.0,23,18.5,437,29190.0,36120.0,Regular Gasoline
Ford,2021,Edge AWD,356,0,0.0,23,18.5,444,29190.0,36120.0,Regular Gasoline
Ford,2020,Edge AWD,356,0,0.0,23,18.5,444,28690.0,35120.0,Regular Gasoline
Ford,2020,Edge AWD,356,0,0.0,23,18.5,445,27190.0,31710.0,Regular Gasoline
Ford,2019,Edge AWD,356,0,0.0,23,18.5,445,26790.0,31410.0,Regular Gasoline
Ford,2019,Escape AWD,356,0,0.0,23,15.7,435,42310.0,52310.0,Premium Gasoline
Ford,2024,Bronco Sport 4WD,356,0,0.0,23,16.0,435,40990.0,53990.0,Premium Gasoline
Ford,2023,Bronco Sport 4WD,356,0,0.0,23,16.0,438,33230.0,42900.0,Regular Gasoline
Ford,2022,Bronco Sport 4WD,356,0,0.0,23,16.0,438,32390.0,39120.0,Regular Gasoline
Ford,2021,Bronco Sport 4WD,412,0,0.0,23,16.0,445,,,Premium Gasoline
Ford,2023,Ranger 2WD,412,0,0.0,23,18.0,445,30090.0,47190.0,Premium Gasoline
Ford,2022,Ranger 2WD,412,0,0.0,23,18.0,445,,,Premium Gasoline
Ford,2021,Ranger 2WD,412,0,0.0,23,18.0,469,39560.0,39560.0,Regular Gasoline
Ford,2020,Ranger 2WD,412,0,0.0,23,18.0,469,38720.0,39100.0,Regular Gasoline
Ford,2019,Ranger 2WD,412,0,0.0,23,18.0,469,65090.0,65090.0,Premium Gasoline
Ford,2020,Fusion AWD,529,0,0.0,23,18.0,469,30080.0,37790.0,Regular Gasoline
Ford,2019,Fusion AWD,356,0,0.0,23,18.0,469,29680.0,37490.0,Regular Gasoline
Ford,2023,Edge AWD,366,0,0.0,23,18.5,466,19290.0,34310.0,Regular Gasoline
Ford,2022,Edge AWD,356,0,0.0,23,18.5,468,32390.0,39120.0,Regular Gasoline
Ford,2021,Edge AWD,356,0,0.0,23,18.5,458,31890.0,38120.0,Regular Gasoline
Ford,2023,Explorer RWD,356,0,0.0,23,17.9,472,38720.0,39100.0,Regular Gasoline
Ford,2022,Explorer RWD,366,0,0.0,23,17.9,478,19290.0,34310.0,Regular Gasoline
Ford,2023,Mustang Convertible,356,0,0.0,23,15.5,479,19290.0,34310.0,Regular Gasoline
Ford,2023,Mustang Convertible,356,0,0.0,23,15.5,494,19290.0,34310.0,Regular Gasoline
Ford,2022,Mustang Convertible,356,0,0.0,23,15.9,493,121090.0,221090.0,Premium Gasoline
Ford,2022,Mustang Convertible,414,0,0.0,23,15.9,493,116040.0,215740.0,Premium Gasoline
Ford,2021,Mustang Convertible,341,0,0.0,23,15.5,482,113540.0,215690.0,Premium Gasoline
Ford,2021,Mustang Convertible,350,0,0.0,23,15.5,482,113540.0,210740.0,Premium Gasoline
Ford,2020,Mustang Convertible,341,0,0.0,23,15.5,493,99990.0,175540.0,Premium Gasoline
Ford,2020,Mustang Convertible,348,0,0.0,23,15.5,490,36190.0,55490.0,Premium Gasoline
Ford,2019,Mustang Convertible,348,0,0.0,23,15.5,507,28810.0,37150.0,Regular Gasoline
Ford,2019,Mustang Convertible,348,0,0.0,23,15.5,503,40350.0,59320.0,Premium Gasoline
Ford,2020,Mustang HO Coupe,348,0,0.0,23,15.5,503,38810.0,57500.0,Premium Gasoline
Ford,2019,Mustang Performance Package,348,0,0.0,23,15.5,503,36950.0,56440.0,Premium Gasoline
Ford,2024,Explorer AWD,348,0,0.0,23,17.9,505,30690.0,54630.0,Regular Gasoline
Ford,2023,Explorer AWD,394,0,0.0,23,17.9,505,43640.0,62630.0,Premium Gasoline
Ford,2022,Explorer AWD,394,0,0.0,23,17.9,505,42070.0,63840.0,Premium Gasoline
Ford,2021,Explorer AWD,506,0,0.0,23,17.9,515,40180.0,59680.0,Premium Gasoline
Ford,2021,Explorer AWD,506,0,0.0,23,17.9,514,39390.0,61690.0,Premium Gasoline
Ford,2020,Explorer AWD,506,0,0.0,23,17.9,505,34090.0,57840.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD,506,0,0.0,23,24.5,519,28810.0,37150.0,Regular Gasoline
Ford,2023,Mustang Convertible,506,0,0.0,23,15.5,521,28810.0,37150.0,Regular Gasoline
Ford,2022,Mustang Convertible,396,0,0.0,23,15.9,510,46040.0,59710.0,Premium Gasoline
Ford,2021,Mustang Convertible,396,0,0.0,23,15.5,519,49230.0,63020.0,Premium Gasoline
Ford,2020,Mustang HO Convertible,348,0,0.0,23,15.5,524,47590.0,53980.0,Premium Gasoline
Ford,2023,Mustang HO Coupe,348,0,0.0,23,15.5,518,48470.0,50690.0,Premium Gasoline
Ford,2022,Mustang HO Coupe,348,0,0.0,23,15.9,517,53460.0,53460.0,Premium Gasoline
Ford,2021,Mustang HO Coupe,348,0,0.0,23,15.5,517,51700.0,55970.0,Premium Gasoline
Ford,2020,Mustang HO Coupe,348,0,0.0,23,15.5,529,44880.0,47110.0,Regular Gasoline
Ford,2019,Mustang Performance Package,506,0,0.0,23,15.5,546,53850.0,53850.0,Premium Gasoline
Ford,2024,Ranger 2WD,572,0,0.0,22,18.8,558,55720.0,67790.0,Premium Gasoline
Ford,2023,Mustang HO Coupe,506,0,0.0,22,15.5,558,50700.0,67370.0,Premium Gasoline
Ford,2022,Mustang HO Coupe,414,0,0.0,22,15.9,558,49900.0,66200.0,Premium Gasoline
Ford,2021,Mustang HO Coupe,396,0,0.0,22,15.5,558,48900.0,65300.0,Premium Gasoline
Ford,2022,Transit Connect USPS,396,0,0.0,22,0.0,553,47500.0,60930.0,Regular Gasoline
Ford,2021,Transit Connect USPS,396,0,0.0,22,15.8,556,47100.0,60330.0,Regular Gasoline
Ford,2020,Transit Connect USPS,396,0,0.0,22,15.8,594,58720.0,70790.0,Premium Gasoline
Ford,2019,Transit Connect USPS,398,0,0.0,22,15.8,592,53700.0,70370.0,Premium Gasoline
Ford,2020,Transit Connect Van 2WD,409,0,0.0,22,15.8,594,53700.0,70370.0,Premium Gasoline
Ford,2019,Transit Connect Van 2WD,341,0,0.0,22,15.8,593,52900.0,69200.0,Premium Gasoline
Ford,2021,Transit Connect Van FWD,350,0,0.0,22,15.8,594,52900.0,69200.0,Premium Gasoline
Ford,2023,Explorer AWD,341,0,0.0,22,17.9,595,51900.0,68300.0,Premium Gasoline
Ford,2022,Explorer AWD,341,0,0.0,22,17.9,594,51900.0,68300.0,Premium Gasoline
Ford,2023,F150 Pickup 2WD,506,0,0.0,22,29.5,593,50500.0,63930.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD,368,0,0.0,22,24.5,585,50100.0,63330.0,Regular Gasoline
Ford,2021,F150 Pickup 2WD,506,0,0.0,22,24.5,0,42995.0,46995.0,Electricity
Ford,2020,F150 Pickup 2WD,368,0,0.0,22,29.5,0,43895.0,49100.0,Electricity
Ford,2019,F150 Pickup 2WD,483,0,0.0,22,29.5,0,52775.0,52775.0,Electricity
Ford,2023,Ranger 2WD,368,0,0.0,22,18.0,0,,,Electricity
Ford,2022,Ranger 2WD,346,0,0.0,22,18.0,0,,,Electricity
Ford,2022,Transit Connect Van FWD,355,0,0.0,22,15.8,0,42895.0,47600.0,Electricity
Ford,2022,Transit Connect Wagon LWB FWD,355,0,0.0,22,15.8,0,,,Electricity
Ford,2021,Transit Connect Wagon LWB FWD,388,0,0.0,22,15.8,0,56995.0,56995.0,Electricity
Ford,2020,Transit Connect Wagon LWB FWD,388,0,0.0,22,15.8,0,55475.0,55475.0,Electricity
Ford,2019,Transit Connect Wagon LWB FWD,388,0,0.0,22,15.8,0,,,Electricity
Ford,2019,F150 4WD BASE PAYLOAD LT TIRE,388,0,0.0,22,24.5,0,,,Electricity
Ford,2020,F150 Pickup 4WD,388,0,0.0,22,26.0,0,45595.0,50300.0,Electricity
Ford,2019,F150 Pickup 4WD,388,0,0.0,22,24.5,0,45995.0,49995.0,Electricity
Ford,2024,Ranger 4WD,483,0,0.0,22,18.8,0,46595.0,51800.0,Electricity
Ford,2023,Ranger 4WD,483,0,0.0,22,18.0,0,,,Electricity
Ford,2022,Ranger 4WD,483,0,0.0,22,18.0,0,,,Electricity
Ford,2021,Ranger 4WD,326,0,0.0,22,18.0,0,58900.0,59900.0,Electricity
Ford,2020,Ranger 4WD,334,0,0.0,22,18.0,0,59995.0,59995.0,Electricity
Ford,2019,Ranger 4WD,326,0,0.0,22,18.1,0,61995.0,61995.0,Electricity
Ford,2019,Explorer FWD,483,0,0.0,22,18.6,0,59900.0,59900.0,Electricity
Ford,2023,Mustang HO Convertible,368,0,0.0,22,15.5,0,,,Electricity
Ford,2022,Mustang HO Convertible,483,0,0.0,22,15.9,0,,,Electricity
Ford,2021,Mustang HO Convertible,368,0,0.0,22,15.5,0,59900.0,59900.0,Electricity
Ford,2020,Mustang HO Convertible,483,0,0.0,22,15.5,0,,,Electricity
Ford,2020,F150 Pickup 2WD FFV,368,0,0.0,22,29.5,0,39974.0,90874.0,Electricity
Ford,2019,F150 Pickup 2WD FFV,483,0,0.0,22,29.5,0,,,Electricity
Ford,2021,F150 Pickup 2WD FFV,483,0,0.0,21,24.5,0,39974.0,90874.0,Electricity
Ford,2024,Maverick Tremor AWD,483,0,0.0,21,16.5,77,35455.0,40700.0,Electricity
Ford,2023,Maverick Tremor AWD,378,0,0.0,21,0.0,77,32650.0,38585.0,Electricity
Ford,2021,Bronco 4WD,378,0,0.0,21,18.0,77,,,Electricity
Ford,2021,Bronco 4WD,376,0,0.0,21,18.0,0,91995.0,91995.0,Electricity
Ford,2020,Edge AWD,376,0,0.0,21,18.5,0,39974.0,90874.0,Electricity
Ford,2019,Edge AWD,376,0,0.0,21,18.5,52,40500.0,40500.0,Electricity
Ford,2024,Edge AWD,376,0,0.0,21,18.5,99,37000.0,37000.0,Electricity
Ford,2023,Edge AWD,376,0,0.0,21,18.5,99,36595.0,36595.0,Electricity
Ford,2022,Edge AWD,424,0,0.0,21,18.5,101,,,Electricity
Ford,2021,Edge AWD,424,0,0.0,21,18.5,101,,,Electricity
Ford,2019,F150 2.7L 2WD GVWR>6649 LBS,424,0,0.0,21,29.5,211,28000.0,34595.0,Regular Gasoline
Ford,2019,F150 2WD BASE PAYLOAD LT TIRE,399,0,0.0,21,29.5,212,27555.0,34485.0,Regular Gasoline
Ford,2024,F150 Pickup 2WD,399,0,0.0,21,29.5,220,30185.0,35095.0,Regular Gasoline
Ford,2023,Mustang HO Convertible,285,0,0.0,21,15.5,220,27605.0,33300.0,Regular Gasoline
Ford,2022,Mustang HO Convertible,391,0,0.0,21,15.9,220,28265.0,33550.0,Regular Gasoline
Ford,2021,Mustang HO Convertible,483,0,0.0,21,15.5,217,,,Regular Gasoline
Ford,2019,F150 2WD FFV BASE PAYLOAD LT,483,0,0.0,21,29.5,217,,,Regular Gasoline
Ford,2023,F150 Pickup 2WD FFV,483,0,0.0,21,29.5,224,31685.0,36595.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD FFV,338,0,0.0,21,24.5,224,29105.0,34800.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD,338,0,0.0,21,24.5,224,29765.0,35050.0,Regular Gasoline
