manufacturer,year,model,total_range_in_mls,electric_consumption,electric_storage,analogue_consumption,analogue_storage,emission_value,min_price,max_price,car_type
Chevrolet,2021,Camaro,432,0,0.0,19,19.0,477,25000.0,69000.0,Premium Gasoline
Chevrolet,2020,Camaro,385,0,0.0,19,19.0,477,,,Premium Gasoline
Chevrolet,2019,Camaro,432,0,0.0,19,19.0,477,25000.0,68000.0,Premium Gasoline
Chevrolet,2023,Corvette,432,0,0.0,19,18.5,480,71800.0,126150.0,Regular Gasoline
Chevrolet,2022,Corvette,432,0,0.0,19,18.5,478,60900.0,79850.0,Premium Gasoline
Chevrolet,2024,Corvette E-RAY,432,0,0.0,19,18.5,480,102900.0,120850.0,Premium Gasoline
Chevrolet,2021,Silverado 4WD,432,0,0.0,19,24.0,481,33900.0,57700.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD,432,0,0.0,19,24.0,477,35500.0,56800.0,Regular Gasoline
Chevrolet,2021,Corvette,432,0,0.0,19,18.5,467,58900.0,77850.0,Premium Gasoline
Chevrolet,2020,Corvette,432,0,0.0,19,18.5,467,58900.0,77850.0,Premium Gasoline
Chevrolet,2024,Colorado Mud Terrain Tires 4WD,432,0,0.0,18,21.4,494,,,Regular Gasoline
Chevrolet,2022,Silverado 4WD,432,0,0.0,18,24.0,486,39200.0,63600.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,432,0,0.0,18,24.0,489,39200.0,63600.0,Regular Gasoline
Chevrolet,2023,Colorado Mud Terrain Tires 4WD,432,0,0.0,18,21.4,494,37000.0,37000.0,Regular Gasoline
Chevrolet,2024,Silverado 4WD,432,0,0.0,18,24.0,506,41400.0,66500.0,Regular Gasoline
Chevrolet,2024,Silverado 2WD,432,0,0.0,18,24.0,489,36800.0,62700.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,432,0,0.0,18,24.0,482,33900.0,57700.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD,312,0,0.0,18,24.0,494,35500.0,56800.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD,432,0,0.0,18,24.0,491,35500.0,56600.0,Regular Gasoline
Chevrolet,2024,Silverado 2WD,312,0,0.0,18,24.0,490,36800.0,62700.0,Regular Gasoline
Chevrolet,2022,Silverado 2WD,432,0,0.0,18,24.0,505,34600.0,59800.0,Regular Gasoline
Chevrolet,2022,Silverado 2WD,432,0,0.0,18,24.0,502,34600.0,59800.0,Regular Gasoline
Chevrolet,2022,Silverado 2WD,504,0,0.0,18,24.0,489,34600.0,59800.0,Regular Gasoline
Chevrolet,2022,Silverado 2WD,432,0,0.0,18,24.0,484,34600.0,59800.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,432,0,0.0,18,24.0,493,33900.0,57700.0,Premium Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,333,0,0.0,18,24.0,494,48900.0,51800.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD TrailBoss,558,0,0.0,18,24.0,486,39500.0,48800.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD TrailBoss,403,0,0.0,18,24.0,494,39500.0,48800.0,Regular Gasoline
Chevrolet,2024,Silverado 2WD,558,0,0.0,18,24.0,496,36800.0,62700.0,Regular Gasoline
Chevrolet,2023,Silverado 2WD,558,0,0.0,18,24.0,496,36300.0,62100.0,Regular Gasoline
Chevrolet,2023,Silverado 2WD,558,0,0.0,18,24.0,500,36300.0,62100.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,403,0,0.0,18,24.0,506,39200.0,63600.0,Regular Gasoline
Chevrolet,2021,Suburban 2WD,468,0,0.0,18,28.0,492,51700.0,72300.0,Regular Gasoline
Chevrolet,2021,Tahoe 2WD,338,0,0.0,18,24.0,492,49000.0,69600.0,Regular Gasoline
Chevrolet,2021,Tahoe 4WD,468,0,0.0,18,24.0,496,52000.0,72600.0,Regular Gasoline
Chevrolet,2019,Corvette,468,0,0.0,18,18.5,490,55900.0,135400.0,Premium Gasoline
Chevrolet,2020,Suburban C1500 2WD,468,0,0.0,18,31.0,505,53800.0,65500.0,Regular Gasoline
Chevrolet,2020,Suburban C1500 2WD,338,0,0.0,18,31.0,505,53800.0,65500.0,Regular Gasoline
Chevrolet,2019,Suburban C1500 2WD,432,0,0.0,18,31.0,505,50800.0,65500.0,Regular Gasoline
Chevrolet,2019,Suburban C1500 2WD,408,0,0.0,18,31.0,505,50800.0,65500.0,Regular Gasoline
Chevrolet,2020,Tahoe C1500 2WD,364,0,0.0,18,26.0,505,48000.0,62700.0,Regular Gasoline
Chevrolet,2020,Tahoe C1500 2WD,408,0,0.0,18,26.0,505,48000.0,62700.0,Regular Gasoline
Chevrolet,2019,Tahoe C1500 2WD,408,0,0.0,18,26.0,505,48000.0,62700.0,Regular Gasoline
Chevrolet,2019,Tahoe C1500 2WD,408,0,0.0,18,26.0,505,48000.0,62700.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,408,0,0.0,18,24.0,506,33900.0,57700.0,Regular Gasoline
Chevrolet,2023,Silverado Mud Terrain Tires 4WD,408,0,0.0,17,24.0,512,,,Regular Gasoline
Chevrolet,2024,Colorado ZR2 4WD,408,0,0.0,17,21.4,527,46800.0,46800.0,Regular Gasoline
Chevrolet,2021,Silverado 2WD,408,0,0.0,17,24.0,523,29300.0,53900.0,Regular Gasoline
Chevrolet,2020,Silverado 2WD,408,0,0.0,17,24.0,523,28300.0,53300.0,Regular Gasoline
Chevrolet,2019,Silverado C10 2WD,357,0,0.0,17,24.0,509,32200.0,53300.0,Regular Gasoline
Chevrolet,2023,Silverado 4WD,357,0,0.0,17,24.0,523,40900.0,65900.0,Regular Gasoline
Chevrolet,2023,Silverado 4WD,357,0,0.0,17,24.0,522,40900.0,65900.0,Regular Gasoline
Chevrolet,2023,Silverado 4WD,357,0,0.0,17,24.0,513,40900.0,65900.0,Premium Gasoline
Chevrolet,2020,Silverado 4WD,408,0,0.0,17,24.0,516,35500.0,56800.0,Premium Gasoline
Chevrolet,2019,Silverado K10 4WD,408,0,0.0,17,24.0,516,35500.0,56600.0,Premium Gasoline
Chevrolet,2022,Colorado ZR2 4WD,314,0,0.0,17,21.0,529,42600.0,44200.0,Regular Gasoline
Chevrolet,2021,Colorado ZR2 4WD,408,0,0.0,17,21.0,510,41600.0,43200.0,Regular Gasoline
Chevrolet,2020,Colorado ZR2 4WD,442,0,0.0,17,21.0,532,41400.0,43000.0,Regular Gasoline
Chevrolet,2019,Colorado ZR2 4WD,408,0,0.0,17,21.0,532,41300.0,42900.0,Regular Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,408,0,0.0,17,24.0,522,,,Regular Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,408,0,0.0,17,24.0,534,,,Regular Gasoline
Chevrolet,2019,Corvette Z06,408,0,0.0,17,18.5,512,55495.0,132900.0,Premium Gasoline
Chevrolet,2021,Silverado 2WD,442,0,0.0,17,24.0,513,29300.0,53900.0,Regular Gasoline
Chevrolet,2019,Silverado LD C15 2WD,442,0,0.0,17,26.0,510,34500.0,39200.0,Regular Gasoline
Chevrolet,2021,Silverado 2WD,442,0,0.0,17,24.0,523,29300.0,53900.0,Regular Gasoline
Chevrolet,2020,Silverado 2WD,338,0,0.0,17,24.0,524,28300.0,53300.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,442,0,0.0,17,24.0,523,48900.0,51800.0,Regular Gasoline
Chevrolet,2019,Silverado C10 2WD,338,0,0.0,17,24.0,524,32200.0,53300.0,Regular Gasoline
Chevrolet,2019,Silverado LD K15 4WD,442,0,0.0,17,26.0,516,38400.0,44000.0,Regular Gasoline
Chevrolet,2020,Tahoe K1500 4WD,408,0,0.0,17,26.0,525,51000.0,65700.0,Regular Gasoline
Chevrolet,2020,Tahoe K1500 4WD,408,0,0.0,17,26.0,513,51000.0,65700.0,Regular Gasoline
Chevrolet,2019,Tahoe K1500 4WD,408,0,0.0,17,26.0,513,51000.0,65700.0,Regular Gasoline
Chevrolet,2019,Tahoe K1500 4WD,408,0,0.0,17,26.0,513,51000.0,65700.0,Regular Gasoline
Chevrolet,2024,Silverado 4WD,408,0,0.0,17,24.0,527,41400.0,66500.0,Premium Gasoline
Chevrolet,2024,Silverado 4WD,408,0,0.0,17,24.0,517,41400.0,66500.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,408,0,0.0,17,24.0,522,39200.0,63600.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,408,0,0.0,17,24.0,529,39200.0,63600.0,Premium Gasoline
Chevrolet,2022,Silverado 4WD,408,0,0.0,17,24.0,521,39200.0,63600.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,408,0,0.0,17,24.0,530,33900.0,57700.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,408,0,0.0,17,24.0,533,33900.0,57700.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,312,0,0.0,17,24.0,522,33900.0,57700.0,Premium Gasoline
Chevrolet,2020,Silverado 4WD,408,0,0.0,17,24.0,525,35500.0,56800.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD,408,0,0.0,17,24.0,532,35500.0,56800.0,Regular Gasoline
Chevrolet,2019,Silverado C10 2WD,408,0,0.0,17,24.0,529,32200.0,53300.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD,476,0,0.0,17,24.0,517,35500.0,56600.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD,476,0,0.0,17,24.0,530,35500.0,56600.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD TrailBoss,476,0,0.0,17,24.0,508,39500.0,48600.0,Regular Gasoline
Chevrolet,2024,Suburban 2WD,476,0,0.0,17,28.0,527,59200.0,79900.0,Regular Gasoline
Chevrolet,2023,Suburban 2WD,476,0,0.0,17,28.0,527,56900.0,77100.0,Regular Gasoline
Chevrolet,2022,Suburban 2WD,476,0,0.0,17,28.0,534,52400.0,72700.0,Regular Gasoline
Chevrolet,2022,Suburban 2WD,408,0,0.0,17,28.0,527,52400.0,72700.0,Regular Gasoline
Chevrolet,2021,Suburban 2WD,408,0,0.0,17,28.0,525,51700.0,72300.0,Premium Gasoline
Chevrolet,2021,Suburban 2WD,408,0,0.0,17,28.0,523,51700.0,72300.0,Regular Gasoline
Chevrolet,2024,Tahoe 2WD,408,0,0.0,17,24.0,527,56200.0,76900.0,Regular Gasoline
Chevrolet,2023,Tahoe 2WD,408,0,0.0,17,24.0,527,54200.0,74400.0,Regular Gasoline
Chevrolet,2022,Tahoe 2WD,476,0,0.0,17,24.0,534,49700.0,70000.0,Regular Gasoline
Chevrolet,2022,Tahoe 2WD,408,0,0.0,17,24.0,527,49700.0,70000.0,Regular Gasoline
Chevrolet,2021,Tahoe 2WD,408,0,0.0,17,24.0,525,49000.0,69600.0,Premium Gasoline
Chevrolet,2021,Tahoe 2WD,408,0,0.0,17,28.0,523,49000.0,69600.0,Regular Gasoline
Chevrolet,2024,Tahoe 4WD,476,0,0.0,17,24.0,527,59200.0,79900.0,Regular Gasoline
Chevrolet,2023,Tahoe 4WD,408,0,0.0,17,24.0,527,57200.0,77400.0,Regular Gasoline
Chevrolet,2022,Tahoe 4WD,288,0,0.0,17,24.0,527,52700.0,73000.0,Regular Gasoline
Chevrolet,2021,Tahoe 4WD,408,0,0.0,17,28.0,523,52000.0,72600.0,Regular Gasoline
Chevrolet,2024,Silverado 4WD,408,0,0.0,17,24.0,524,41400.0,66500.0,Regular Gasoline
Chevrolet,2024,Silverado 4WD,288,0,0.0,17,24.0,535,41400.0,66500.0,Regular Gasoline
Chevrolet,2023,Silverado 4WD,408,0,0.0,17,24.0,524,40900.0,65900.0,Regular Gasoline
Chevrolet,2023,Silverado 4WD,408,0,0.0,17,24.0,535,40900.0,65900.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,408,0,0.0,17,24.0,526,39200.0,63600.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,408,0,0.0,17,24.0,522,48900.0,51800.0,Premium Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,408,0,0.0,17,24.0,533,48900.0,51800.0,Premium Gasoline
Chevrolet,2020,Silverado 4WD TrailBoss,408,0,0.0,17,24.0,515,39500.0,48800.0,Premium Gasoline
Chevrolet,2019,Silverado C10 Cab Chassis 2WD,288,0,0.0,17,0.0,523,,,Regular Gasoline
Chevrolet,2021,Silverado Cab Chassis 2WD,408,0,0.0,17,0.0,523,,,Regular Gasoline
Chevrolet,2020,Silverado Cab Chassis 2WD,288,0,0.0,17,0.0,523,,,Regular Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,476,0,0.0,17,24.0,524,,,Regular Gasoline
Chevrolet,2023,Silverado Mud Terrain Tires 4WD,314,0,0.0,17,24.0,524,,,Regular Gasoline
Chevrolet,2021,Suburban 4WD,527,0,0.0,17,28.0,515,54700.0,75300.0,Regular Gasoline
Chevrolet,2022,Silverado Cab Chassis 2WD,527,0,0.0,17,0.0,536,,,Regular Gasoline
Chevrolet,2019,Corvette Z06,442,0,0.0,17,18.5,532,55495.0,132900.0,Premium Gasoline
Chevrolet,2020,Suburban C1500 2WD,442,0,0.0,17,31.0,517,53800.0,65500.0,Premium Gasoline
Chevrolet,2019,Suburban C1500 2WD,442,0,0.0,17,31.0,517,50800.0,65500.0,Premium Gasoline
Chevrolet,2020,Tahoe C1500 2WD,442,0,0.0,17,26.0,517,48000.0,62700.0,Premium Gasoline
Chevrolet,2019,Tahoe C1500 2WD,384,0,0.0,17,26.0,517,48000.0,62700.0,Premium Gasoline
Chevrolet,2020,Tahoe K1500 4WD,342,0,0.0,17,26.0,527,51000.0,65700.0,Premium Gasoline
Chevrolet,2019,Tahoe K1500 4WD,342,0,0.0,17,26.0,527,51000.0,65700.0,Premium Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,384,0,0.0,16,24.0,542,,,Regular Gasoline
Chevrolet,2023,Colorado ZR2 4WD,384,0,0.0,16,21.4,539,,,Regular Gasoline
Chevrolet,2024,Colorado ZR2 Bison 4WD,288,0,0.0,16,21.4,564,,,Regular Gasoline
Chevrolet,2024,Silverado 2WD,384,0,0.0,16,24.0,546,36800.0,62700.0,Regular Gasoline
Chevrolet,2022,Silverado 2WD,288,0,0.0,16,24.0,555,34600.0,59800.0,Regular Gasoline
Chevrolet,2021,Silverado 2WD,384,0,0.0,16,24.0,547,29300.0,53900.0,Regular Gasoline
Chevrolet,2020,Silverado 2WD,288,0,0.0,16,24.0,545,28300.0,53300.0,Regular Gasoline
Chevrolet,2024,Silverado 4WD,384,0,0.0,16,24.0,546,41400.0,66500.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,384,0,0.0,16,24.0,545,39200.0,63600.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD,384,0,0.0,16,24.0,547,35500.0,56600.0,Regular Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,288,0,0.0,16,24.0,546,,,Regular Gasoline
Chevrolet,2023,Silverado Mud Terrain Tires 4WD,384,0,0.0,16,24.0,555,,,Regular Gasoline
Chevrolet,2023,Suburban 4WD,384,0,0.0,16,28.0,545,59900.0,80100.0,Regular Gasoline
Chevrolet,2022,Suburban 4WD,448,0,0.0,16,28.0,554,55400.0,75700.0,Regular Gasoline
Chevrolet,2021,Suburban 4WD,448,0,0.0,16,28.0,555,54700.0,75300.0,Regular Gasoline
Chevrolet,2024,Silverado Cab Chassis 2WD,448,0,0.0,16,0.0,545,,,Regular Gasoline
Chevrolet,2023,Silverado Cab Chassis 2WD,384,0,0.0,16,0.0,553,,,Regular Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,384,0,0.0,16,24.0,555,,,Regular Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,384,0,0.0,16,24.0,545,,,Regular Gasoline
Chevrolet,2023,Silverado Mud Terrain Tires 4WD,448,0,0.0,16,24.0,552,,,Regular Gasoline
Chevrolet,2024,Suburban 4WD,384,0,0.0,16,28.0,557,62200.0,82900.0,Regular Gasoline
Chevrolet,2023,Silverado Cab Chassis 4WD,384,0,0.0,16,0.0,564,,,Regular Gasoline
Chevrolet,2022,Silverado Cab Chassis 4WD,496,0,0.0,16,0.0,555,,,Regular Gasoline
Chevrolet,2021,Silverado 2WD,372,0,0.0,16,24.0,541,29300.0,53900.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD,496,0,0.0,16,24.0,545,33900.0,57700.0,Regular Gasoline
Chevrolet,2020,Suburban K1500 4WD,496,0,0.0,16,31.0,543,50800.0,68500.0,Regular Gasoline
Chevrolet,2020,Suburban K1500 4WD,372,0,0.0,16,31.0,547,50800.0,68500.0,Regular Gasoline
Chevrolet,2019,Suburban K1500 4WD,496,0,0.0,16,31.0,541,53800.0,68500.0,Regular Gasoline
Chevrolet,2019,Suburban K1500 4WD,304,0,0.0,16,31.0,541,53800.0,68500.0,Regular Gasoline
Chevrolet,2024,Camaro,304,0,0.0,16,19.0,561,30900.0,78100.0,Premium Gasoline
Chevrolet,2023,Camaro,304,0,0.0,16,19.0,559,26400.0,73300.0,Premium Gasoline
Chevrolet,2022,Camaro,304,0,0.0,16,19.0,562,25000.0,69000.0,Premium Gasoline
Chevrolet,2021,Camaro,304,0,0.0,16,19.0,564,25000.0,69000.0,Premium Gasoline
Chevrolet,2020,Camaro,304,0,0.0,16,19.0,565,,,Premium Gasoline
Chevrolet,2019,Camaro,384,0,0.0,16,19.0,565,25000.0,68000.0,Premium Gasoline
Chevrolet,2021,Silverado 4WD,448,0,0.0,16,24.0,560,33900.0,57700.0,Regular Gasoline
Chevrolet,2024,Suburban 2WD,448,0,0.0,16,28.0,555,59200.0,79900.0,Premium Gasoline
Chevrolet,2023,Suburban 2WD,448,0,0.0,16,28.0,555,56900.0,77100.0,Premium Gasoline
Chevrolet,2022,Suburban 2WD,448,0,0.0,16,28.0,542,52400.0,72700.0,Premium Gasoline
Chevrolet,2022,Suburban 2WD,448,0,0.0,16,28.0,547,52400.0,72700.0,Premium Gasoline
Chevrolet,2021,Suburban 2WD,496,0,0.0,16,28.0,544,51700.0,72300.0,Premium Gasoline
Chevrolet,2020,Suburban K1500 4WD,496,0,0.0,16,31.0,557,50800.0,68500.0,Premium Gasoline
Chevrolet,2019,Suburban K1500 4WD,384,0,0.0,16,31.0,553,53800.0,68500.0,Premium Gasoline
Chevrolet,2024,Tahoe 2WD,384,0,0.0,16,24.0,555,56200.0,76900.0,Premium Gasoline
Chevrolet,2023,Tahoe 2WD,384,0,0.0,16,24.0,555,54200.0,74400.0,Premium Gasoline
Chevrolet,2022,Tahoe 2WD,384,0,0.0,16,24.0,542,49700.0,70000.0,Premium Gasoline
Chevrolet,2022,Tahoe 2WD,448,0,0.0,16,24.0,547,49700.0,70000.0,Premium Gasoline
Chevrolet,2021,Tahoe 2WD,384,0,0.0,16,28.0,544,49000.0,69600.0,Premium Gasoline
Chevrolet,2022,Silverado 4WD,384,0,0.0,16,24.0,555,39200.0,63600.0,Premium Gasoline
Chevrolet,2022,Silverado 4WD,384,0,0.0,16,24.0,555,39200.0,63600.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,384,0,0.0,16,24.0,556,39200.0,63600.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,384,0,0.0,16,24.0,555,48900.0,51800.0,Premium Gasoline
Chevrolet,2019,Silverado C10 Cab Chassis 2WD,448,0,0.0,16,24.0,555,,,Regular Gasoline
Chevrolet,2022,Suburban 4WD,448,0,0.0,16,28.0,569,55400.0,75700.0,Regular Gasoline
Chevrolet,2022,Suburban 4WD,448,0,0.0,16,28.0,568,55400.0,75700.0,Premium Gasoline
Chevrolet,2022,Suburban 4WD,448,0,0.0,16,28.0,555,55400.0,75700.0,Premium Gasoline
Chevrolet,2021,Suburban 4WD,384,0,0.0,16,28.0,558,54700.0,75300.0,Premium Gasoline
Chevrolet,2022,Tahoe 4WD,384,0,0.0,16,24.0,568,52700.0,73000.0,Premium Gasoline
Chevrolet,2022,Tahoe 4WD,384,0,0.0,16,24.0,556,52700.0,73000.0,Regular Gasoline
Chevrolet,2022,Tahoe 4WD,384,0,0.0,16,24.0,555,52700.0,73000.0,Premium Gasoline
Chevrolet,2021,Tahoe 4WD,384,0,0.0,16,24.0,558,52000.0,72600.0,Premium Gasoline
Chevrolet,2022,Silverado 4WD,288,0,0.0,16,24.0,555,39200.0,63600.0,Regular Gasoline
Chevrolet,2022,Silverado 4WD,384,0,0.0,16,24.0,555,39200.0,63600.0,Premium Gasoline
Chevrolet,2021,Silverado 4WD,384,0,0.0,16,24.0,563,33900.0,57700.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD,288,0,0.0,16,24.0,563,35500.0,56800.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,384,0,0.0,16,24.0,560,48900.0,51800.0,Regular Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,288,0,0.0,16,24.0,560,48900.0,51800.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD TrailBoss,384,0,0.0,16,24.0,561,39500.0,48800.0,Regular Gasoline
Chevrolet,2020,Silverado 4WD TrailBoss,384,0,0.0,16,24.0,556,39500.0,48800.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD TrailBoss,384,0,0.0,16,24.0,556,39500.0,48600.0,Regular Gasoline
Chevrolet,2019,Silverado K10 4WD TrailBoss,384,0,0.0,16,24.0,558,39500.0,48600.0,Regular Gasoline
Chevrolet,2023,Silverado Mud Terrain Tires 4WD,384,0,0.0,16,24.0,567,,,Premium Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,384,0,0.0,16,24.0,566,,,Premium Gasoline
Chevrolet,2024,Suburban 4WD,384,0,0.0,16,28.0,564,62200.0,82900.0,Premium Gasoline
Chevrolet,2023,Suburban 4WD,384,0,0.0,16,28.0,564,59900.0,80100.0,Premium Gasoline
Chevrolet,2024,Tahoe 4WD,448,0,0.0,16,24.0,566,59200.0,79900.0,Regular Gasoline
Chevrolet,2024,Tahoe 4WD,448,0,0.0,16,24.0,564,59200.0,79900.0,Premium Gasoline
Chevrolet,2023,Tahoe 4WD,384,0,0.0,16,24.0,564,57200.0,77400.0,Premium Gasoline
Chevrolet,2023,Tahoe 4WD,384,0,0.0,16,24.0,566,57200.0,77400.0,Regular Gasoline
Chevrolet,2024,Camaro,384,0,0.0,16,19.0,571,30900.0,78100.0,Premium Gasoline
Chevrolet,2023,Camaro,384,0,0.0,16,19.0,571,26400.0,73300.0,Premium Gasoline
Chevrolet,2022,Camaro,304,0,0.0,16,19.0,571,25000.0,69000.0,Premium Gasoline
Chevrolet,2021,Camaro,304,0,0.0,16,19.0,571,25000.0,69000.0,Premium Gasoline
Chevrolet,2020,Camaro,304,0,0.0,16,19.0,571,,,Premium Gasoline
Chevrolet,2019,Camaro,304,0,0.0,16,19.0,571,25000.0,68000.0,Premium Gasoline
Chevrolet,2021,Suburban 4WD,304,0,0.0,16,28.0,570,54700.0,75300.0,Premium Gasoline
Chevrolet,2021,Tahoe 4WD,304,0,0.0,16,28.0,570,52000.0,72600.0,Premium Gasoline
Chevrolet,2019,Colorado Cab Chassis 2WD,448,0,0.0,15,21.0,572,,,Regular Gasoline
Chevrolet,2020,Silverado 4WD TrailBoss,448,0,0.0,15,24.0,575,39500.0,48800.0,Premium Gasoline
Chevrolet,2021,Silverado Cab Chassis 2WD,315,0,0.0,15,0.0,590,,,Regular Gasoline
Chevrolet,2020,Silverado Cab Chassis 2WD,360,0,0.0,15,0.0,582,,,Regular Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,360,0,0.0,15,24.0,577,,,Regular Gasoline
Chevrolet,2024,Silverado 4WD ZR2,360,0,0.0,15,24.0,591,69900.0,69900.0,Premium Gasoline
Chevrolet,2023,Silverado 4WD ZR2,360,0,0.0,15,24.0,585,71500.0,71500.0,Premium Gasoline
Chevrolet,2022,Silverado 4WD ZR2,360,0,0.0,15,24.0,588,68400.0,68400.0,Premium Gasoline
Chevrolet,2022,Silverado Cab Chassis 2WD,360,0,0.0,15,0.0,583,,,Regular Gasoline
Chevrolet,2024,Silverado Cab Chassis 4WD,360,0,0.0,15,0.0,577,,,Regular Gasoline
Chevrolet,2022,Silverado Cab Chassis 4WD,360,0,0.0,15,0.0,589,,,Regular Gasoline
Chevrolet,2021,Silverado Cab Chassis 4WD,360,0,0.0,15,0.0,593,,,Regular Gasoline
Chevrolet,2020,Silverado Cab Chassis 4WD,360,0,0.0,15,0.0,593,,,Regular Gasoline
Chevrolet,2019,Silverado K10 Cab Chassis 4WD,264,0,0.0,15,24.0,593,,,Regular Gasoline
Chevrolet,2019,Silverado K10 Cab Chassis 4WD,278,0,0.0,15,0.0,592,,,Regular Gasoline
Chevrolet,2024,Silverado Mud Terrain Tires 4WD,360,0,0.0,15,24.0,590,,,Premium Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,360,0,0.0,15,24.0,585,,,Regular Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,278,0,0.0,15,24.0,581,,,Regular Gasoline
Chevrolet,2021,Silverado Cab Chassis 4WD,278,0,0.0,15,0.0,592,,,Regular Gasoline
Chevrolet,2020,Silverado Cab Chassis 4WD,278,0,0.0,15,0.0,594,,,Regular Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,336,0,0.0,15,24.0,610,,,Regular Gasoline
Chevrolet,2019,Corvette ZR1,259,0,0.0,15,18.5,592,55495.0,132900.0,Premium Gasoline
Chevrolet,2021,Silverado 4WD TrailBoss,259,0,0.0,15,24.0,593,48900.0,51800.0,Regular Gasoline
Chevrolet,2022,Silverado Cab Chassis 4WD,247,0,0.0,15,0.0,611,,,Regular Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,247,0,0.0,15,24.0,593,,,Regular Gasoline
Chevrolet,2024,Corvette Z06,314,0,0.0,15,18.5,597,110100.0,130650.0,Premium Gasoline
Chevrolet,2023,Corvette Z06,305,0,0.0,15,18.5,597,,,Premium Gasoline
Chevrolet,2019,Corvette ZR1,250,0,0.0,15,18.5,613,55495.0,132900.0,Premium Gasoline
Chevrolet,2021,Silverado Cab Chassis 2WD,230,0,0.0,14,0.0,634,,,Regular Gasoline
Chevrolet,2021,Silverado Cab Chassis 4WD,310,0,0.0,14,0.0,635,,,Regular Gasoline
Chevrolet,2022,Silverado Mud Terrain Tires 4WD,312,0,0.0,14,24.0,619,,,Premium Gasoline
Chevrolet,2024,Corvette Z06 Carbon Aero,312,0,0.0,14,18.5,631,,,Premium Gasoline
Chevrolet,2023,Corvette Z06 Carbon Aero,303,0,0.0,14,18.5,631,,,Premium Gasoline
Ford,2023,Mustang Mach-E RWD,300,103,8.1,0,0.0,0,29990.0,36200.0,Electricity
Ford,2022,Mustang Mach-E RWD,211,103,8.1,0,0.0,0,28140.0,28140.0,Electricity
Ford,2022,Mustang Mach-E CAL RT 1 ER RWD,224,101,10.1,0,0.0,0,28040.0,28040.0,Electricity
Ford,2021,Mustang Mach-E RWD California Route 1,224,101,11.4,0,0.0,0,27400.0,28800.0,Electricity
Ford,2023,Mustang Mach-E RWD LFP,290,101,7.4,0,0.0,0,,,Electricity
Ford,2021,Mustang Mach-E RWD,277,100,8.8,0,0.0,0,31600.0,31600.0,Electricity
Ford,2023,Mustang Mach-E RWD Extended,270,99,10.2,0,0.0,0,36190.0,36190.0,Electricity
Ford,2023,MUSTANG MACH-E CAL RT 1 ER AWD,270,98,10.1,0,0.0,0,36040.0,36040.0,Electricity
Ford,2022,Mustang Mach-E CAL RT 1 ER AWD,270,98,11.4,0,0.0,0,32400.0,37400.0,Electricity
