manufacturers,year,model,total_range_in_miles,emission_value,min_price,max_price,car_type,electric_consumption,electric_storage,analogue_consumption,analogue_storage,links
Ford,2022,Explorer HEV AWD,354,361,54060.0,54060.0,Regular Gasoline,0,0,25,18.0,Find.do?action=sbs&id=44824
Ford,2021,Explorer HEV AWD,354,361,50105.0,52105.0,Regular Gasoline,0,0,25,18.0,Find.do?action=sbs&id=43291
Ford,2020,Explorer HEV AWD,354,361,54725.0,54725.0,Regular Gasoline,0,0,25,18.0,Find.do?action=sbs&id=41939
Ford,2023,Mustang,354,350,27770.0,43365.0,Regular Gasoline,0,0,25,15.5,Find.do?action=sbs&id=46337
Ford,2022,Mustang,417,350,27470.0,43065.0,Regular Gasoline,0,0,25,15.9,Find.do?action=sbs&id=45044
Ford,2019,F150 Pickup 2WD,417,412,28155.0,55220.0,Unknown,0,0,25,24.5,Find.do?action=sbs&id=41106
Ford,2019,Edge FWD,417,360,29995.0,38760.0,Regular Gasoline,0,0,25,18.5,Find.do?action=sbs&id=40822
Ford,2019,Escape FWD,417,360,24105.0,32620.0,Regular Gasoline,0,0,25,15.7,Find.do?action=sbs&id=40910
Ford,2024,Maverick AWD,417,356,34855.0,34855.0,Regular Gasoline,0,0,25,16.5,Find.do?action=sbs&id=47366
Ford,2022,Maverick AWD,417,356,,,Regular Gasoline,0,0,25,16.5,Find.do?action=sbs&id=44476
Ford,2022,Mustang,392,354,27470.0,43065.0,Regular Gasoline,0,0,25,15.9,Find.do?action=sbs&id=45047
Ford,2021,Mustang,392,356,27155.0,40120.0,Regular Gasoline,0,0,25,15.5,Find.do?action=sbs&id=43669
Ford,2021,Mustang,392,354,27155.0,40120.0,Regular Gasoline,0,0,25,15.5,Find.do?action=sbs&id=43680
Ford,2020,Mustang,370,354,26670.0,39630.0,Regular Gasoline,0,0,25,15.5,Find.do?action=sbs&id=41952
Ford,2019,Mustang,370,355,26395.0,39355.0,Regular Gasoline,0,0,25,15.5,Find.do?action=sbs&id=40324
Ford,2020,Fusion FWD,370,355,23170.0,34450.0,Regular Gasoline,0,0,25,16.5,Find.do?action=sbs&id=41800
Ford,2019,Fusion FWD,356,361,22840.0,34340.0,Regular Gasoline,0,0,25,16.5,Find.do?action=sbs&id=40699
Ford,2019,Fusion FWD,421,355,22840.0,34340.0,Regular Gasoline,0,0,25,16.5,Find.do?action=sbs&id=40705
Ford,2019,Mustang,421,359,26395.0,39355.0,Regular Gasoline,0,0,25,15.5,Find.do?action=sbs&id=40320
Ford,2021,F150 Pickup 4WD HEV,421,368,,,Regular Gasoline,0,0,24,30.6,Find.do?action=sbs&id=43465
Ford,2019,Escape AWD,421,370,28000.0,34120.0,Regular Gasoline,0,0,24,15.7,Find.do?action=sbs&id=40915
Ford,2019,F150 2WD BASE PAYLOAD LT TIRE,378,424,,,Unknown,0,0,24,24.5,Find.do?action=sbs&id=41105
Ford,2023,Maverick AWD,378,370,,,Regular Gasoline,0,0,24,0,Find.do?action=sbs&id=46367
Ford,2020,Fusion FWD,648,364,23170.0,34450.0,Regular Gasoline,0,0,24,16.5,Find.do?action=sbs&id=41801
Ford,2023,Mustang,648,363,27770.0,43365.0,Regular Gasoline,0,0,24,15.5,Find.do?action=sbs&id=46343
Ford,2020,Mustang,406,364,26670.0,39630.0,Regular Gasoline,0,0,24,15.5,Find.do?action=sbs&id=41951
Ford,2021,Edge FWD,406,369,32750.0,38940.0,Regular Gasoline,0,0,24,18.5,Find.do?action=sbs&id=43711
Ford,2020,Edge FWD,624,369,31100.0,38100.0,Regular Gasoline,0,0,24,18.5,Find.do?action=sbs&id=42075
Ford,2019,Escape FWD,364,369,24105.0,32620.0,Regular Gasoline,0,0,24,15.7,Find.do?action=sbs&id=40909
Ford,2019,Escape FWD FFV,364,369,,,Regular Gasoline,0,0,24,15.7,Find.do?action=sbs&id=40907
Ford,2020,F150 Pickup 2WD,364,420,28745.0,55820.0,Unknown,0,0,24,26.0,Find.do?action=sbs&id=42517
Ford,2023,Mustang,624,371,27770.0,43365.0,Regular Gasoline,0,0,24,15.5,Find.do?action=sbs&id=46335
Ford,2022,Mustang,364,373,27470.0,43065.0,Regular Gasoline,0,0,24,15.9,Find.do?action=sbs&id=45045
Ford,2021,Mustang,364,373,27155.0,40120.0,Regular Gasoline,0,0,24,15.5,Find.do?action=sbs&id=43667
Ford,2024,Mustang Performance Package,624,368,,,Regular Gasoline,0,0,24,0,Find.do?action=sbs&id=46645
Ford,2024,Explorer RWD,411,370,36760.0,54670.0,Regular Gasoline,0,0,24,17.9,Find.do?action=sbs&id=47671
Ford,2023,Explorer RWD,411,370,36760.0,54220.0,Regular Gasoline,0,0,24,17.9,Find.do?action=sbs&id=46399
Ford,2022,Explorer RWD,411,370,35510.0,53775.0,Regular Gasoline,0,0,24,17.9,Find.do?action=sbs&id=44963
Ford,2021,Explorer RWD,411,373,32925.0,52730.0,Regular Gasoline,0,0,24,17.9,Find.do?action=sbs&id=43283
Ford,2021,Explorer RWD,600,373,32925.0,52730.0,Regular Gasoline,0,0,24,17.9,Find.do?action=sbs&id=43284
Ford,2020,Explorer RWD,475,370,32765.0,48380.0,Regular Gasoline,0,0,24,17.9,Find.do?action=sbs&id=41485
Ford,2020,F150 2WD BASE PAYLOAD LT TIRE,475,424,,,Unknown,0,0,24,26.0,Find.do?action=sbs&id=42518
Ford,2020,F150 Pickup 4WD XL/XLT,475,430,,,Unknown,0,0,24,26.0,Find.do?action=sbs&id=42519
Ford,2019,F150 Pickup 4WD XL/XLT,475,424,32800.0,58645.0,Unknown,0,0,24,24.5,Find.do?action=sbs&id=41112
Ford,2023,Explorer Platinum HEV AWD,475,379,55820.0,55820.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=46418
Ford,2022,Explorer Platinum HEV AWD,485,379,54375.0,54375.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=44976
Ford,2023,F150 Pickup 4WD HEV,485,381,84910.0,84910.0,Regular Gasoline,0,0,23,30.6,Find.do?action=sbs&id=46176
Ford,2022,F150 Pickup 4WD HEV,485,386,,,Regular Gasoline,0,0,23,0,Find.do?action=sbs&id=44940
Ford,2024,F150 Pickup 4WD HEV,485,387,,,Regular Gasoline,0,0,23,30.6,Find.do?action=sbs&id=47612
Ford,2024,Edge AWD,372,380,38365.0,47205.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=46881
Ford,2024,Edge AWD,372,380,38365.0,47205.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=46882
Ford,2023,Edge AWD,462,380,37945.0,46485.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=46382
Ford,2022,Edge AWD,576,380,37945.0,46485.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=44709
Ford,2021,Edge AWD,374,380,34745.0,43600.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=43714
Ford,2020,Edge AWD,374,384,33095.0,43265.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=42078
Ford,2020,Edge AWD,521,384,33095.0,43265.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=42080
Ford,2019,Edge AWD,521,377,31990.0,42355.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=40824
Ford,2019,Escape AWD,521,385,28000.0,34120.0,Regular Gasoline,0,0,23,15.7,Find.do?action=sbs&id=40916
Ford,2024,Bronco Sport 4WD,521,386,31230.0,38390.0,Regular Gasoline,0,0,23,16.0,Find.do?action=sbs&id=47376
Ford,2023,Bronco Sport 4WD,466,387,29215.0,44655.0,Regular Gasoline,0,0,23,16.0,Find.do?action=sbs&id=46386
Ford,2022,Bronco Sport 4WD,576,387,28815.0,36590.0,Regular Gasoline,0,0,23,16.0,Find.do?action=sbs&id=44817
Ford,2021,Bronco Sport 4WD,576,387,27215.0,38160.0,Regular Gasoline,0,0,23,16.0,Find.do?action=sbs&id=43544
Ford,2023,Ranger 2WD,576,387,27400.0,37460.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=46168
Ford,2022,Ranger 2WD,576,387,25980.0,36030.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=44986
Ford,2021,Ranger 2WD,466,387,25070.0,35335.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=43615
Ford,2020,Ranger 2WD,576,387,24410.0,34675.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=42338
Ford,2019,Ranger 2WD,576,387,24300.0,34565.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=41168
Ford,2020,Fusion AWD,576,384,27885.0,36450.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=41799
Ford,2019,Fusion AWD,672,386,27775.0,40015.0,Regular Gasoline,0,0,23,18.0,Find.do?action=sbs&id=40701
Ford,2023,Edge AWD,552,382,37945.0,46485.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=46383
Ford,2022,Edge AWD,499,388,37945.0,46485.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=44710
Ford,2021,Edge AWD,446,383,34745.0,43600.0,Regular Gasoline,0,0,23,18.5,Find.do?action=sbs&id=43715
Ford,2023,Explorer RWD,446,385,36760.0,54220.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=46405
Ford,2022,Explorer RWD,644,386,35510.0,53775.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=44964
Ford,2023,Mustang Convertible,644,389,33270.0,48865.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=46344
Ford,2023,Mustang Convertible,644,386,33270.0,48865.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=46345
Ford,2022,Mustang Convertible,644,386,32970.0,48565.0,Regular Gasoline,0,0,23,15.9,Find.do?action=sbs&id=45054
Ford,2022,Mustang Convertible,552,386,32970.0,48565.0,Regular Gasoline,0,0,23,15.9,Find.do?action=sbs&id=45056
Ford,2021,Mustang Convertible,437,387,32655.0,45620.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=43673
Ford,2021,Mustang Convertible,437,387,32655.0,45620.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=43681
Ford,2020,Mustang Convertible,483,386,32170.0,45130.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=41954
Ford,2020,Mustang Convertible,483,387,32170.0,45130.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=41955
Ford,2019,Mustang Convertible,483,385,31895.0,44855.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=40322
Ford,2019,Mustang Convertible,483,389,31895.0,44855.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=40326
Ford,2020,Mustang HO Coupe,528,386,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=41958
Ford,2019,Mustang Performance Package,528,386,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=40329
Ford,2024,Explorer AWD,528,387,38760.0,56670.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=47678
Ford,2023,Explorer AWD,427,387,38760.0,56220.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=46409
Ford,2022,Explorer AWD,427,387,37510.0,55775.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=44974
Ford,2021,Explorer AWD,462,386,34925.0,54730.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=43288
Ford,2021,Explorer AWD,462,386,34925.0,54730.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=43292
Ford,2020,Explorer AWD,462,386,34765.0,58250.0,Regular Gasoline,0,0,23,17.9,Find.do?action=sbs&id=41487
Ford,2021,F150 Pickup 4WD,616,446,33935.0,74600.0,Unknown,0,0,23,24.5,Find.do?action=sbs&id=43616
Ford,2023,Mustang Convertible,616,387,33270.0,48865.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=46346
Ford,2022,Mustang Convertible,616,386,32970.0,48565.0,Regular Gasoline,0,0,23,15.9,Find.do?action=sbs&id=45055
Ford,2021,Mustang Convertible,616,386,32655.0,45620.0,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=43672
Ford,2020,Mustang HO Convertible,528,386,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=41959
Ford,2023,Mustang HO Coupe,528,387,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=46342
Ford,2022,Mustang HO Coupe,528,386,,,Regular Gasoline,0,0,23,15.9,Find.do?action=sbs&id=45048
Ford,2021,Mustang HO Coupe,616,386,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=43670
Ford,2020,Mustang HO Coupe,471,389,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=41960
Ford,2019,Mustang Performance Package,471,385,,,Regular Gasoline,0,0,23,15.5,Find.do?action=sbs&id=40328
Ford,2024,Ranger 2WD,418,402,32565.0,43525.0,Regular Gasoline,0,0,22,18.8,Find.do?action=sbs&id=47368
Ford,2023,Mustang HO Coupe,418,396,,,Regular Gasoline,0,0,22,15.5,Find.do?action=sbs&id=46347
Ford,2022,Mustang HO Coupe,418,396,,,Regular Gasoline,0,0,22,15.9,Find.do?action=sbs&id=45046
Ford,2021,Mustang HO Coupe,418,397,,,Regular Gasoline,0,0,22,15.5,Find.do?action=sbs&id=43668
Ford,2022,Transit Connect USPS,418,396,,,Regular Gasoline,0,0,22,0,Find.do?action=sbs&id=43938
Ford,2021,Transit Connect USPS,462,397,,,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=43266
Ford,2020,Transit Connect USPS,462,397,,,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=41474
Ford,2019,Transit Connect USPS,462,397,,,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=41117
Ford,2020,Transit Connect Van 2WD,462,397,24275.0,27700.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=41472
Ford,2019,Transit Connect Van 2WD,407,396,24100.0,27045.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=40376
Ford,2021,Transit Connect Van FWD,407,397,24665.0,27080.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=43264
Ford,2023,Explorer AWD,427,404,38760.0,56220.0,Regular Gasoline,0,0,22,17.9,Find.do?action=sbs&id=46416
Ford,2022,Explorer AWD,427,404,37510.0,55775.0,Regular Gasoline,0,0,22,17.9,Find.do?action=sbs&id=44977
Ford,2023,F150 Pickup 2WD,427,405,34585.0,65000.0,Regular Gasoline,0,0,22,29.5,Find.do?action=sbs&id=46160
Ford,2022,F150 Pickup 2WD,462,404,30870.0,76975.0,Regular Gasoline,0,0,22,24.5,Find.do?action=sbs&id=44865
Ford,2021,F150 Pickup 2WD,462,406,29290.0,71175.0,Regular Gasoline,0,0,22,24.5,Find.do?action=sbs&id=43458
Ford,2020,F150 Pickup 2WD,418,402,28745.0,55820.0,Regular Gasoline,0,0,22,29.5,Find.do?action=sbs&id=42173
Ford,2019,F150 Pickup 2WD,418,403,28155.0,55220.0,Regular Gasoline,0,0,22,29.5,Find.do?action=sbs&id=41015
Ford,2023,Ranger 2WD,418,397,27400.0,37460.0,Regular Gasoline,0,0,22,18.0,Find.do?action=sbs&id=46167
Ford,2022,Ranger 2WD,418,397,25980.0,36030.0,Regular Gasoline,0,0,22,18.0,Find.do?action=sbs&id=45211
Ford,2022,Transit Connect Van FWD,407,401,29365.0,31540.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=43936
Ford,2022,Transit Connect Wagon LWB FWD,296,404,30365.0,33975.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=43937
Ford,2021,Transit Connect Wagon LWB FWD,407,404,27400.0,31600.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=43265
Ford,2020,Transit Connect Wagon LWB FWD,296,404,27020.0,32250.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=41473
Ford,2019,Transit Connect Wagon LWB FWD,504,404,26845.0,31595.0,Regular Gasoline,0,0,22,15.8,Find.do?action=sbs&id=40375
Ford,2019,F150 4WD BASE PAYLOAD LT TIRE,504,463,,,Unknown,0,0,22,24.5,Find.do?action=sbs&id=41114
Ford,2020,F150 Pickup 4WD,504,466,33390.0,59245.0,Unknown,0,0,22,26.0,Find.do?action=sbs&id=42520
Ford,2019,F150 Pickup 4WD,504,463,32800.0,58645.0,Unknown,0,0,22,24.5,Find.do?action=sbs&id=41113
Ford,2024,Ranger 4WD,504,402,36210.0,47010.0,Regular Gasoline,0,0,22,18.8,Find.do?action=sbs&id=47370
Ford,2023,Ranger 4WD,504,410,31045.0,40945.0,Regular Gasoline,0,0,22,18.0,Find.do?action=sbs&id=46187
Ford,2022,Ranger 4WD,456,411,29835.0,39730.0,Regular Gasoline,0,0,22,18.0,Find.do?action=sbs&id=44988
Ford,2021,Ranger 4WD,456,404,28925.0,39035.0,Regular Gasoline,0,0,22,18.0,Find.do?action=sbs&id=43542
Ford,2020,Ranger 4WD,407,404,28570.0,38675.0,Regular Gasoline,0,0,22,18.0,Find.do?action=sbs&id=42339
Ford,2019,Ranger 4WD,407,404,28460.0,38565.0,Regular Gasoline,0,0,22,18.1,Find.do?action=sbs&id=41169
Ford,2019,Explorer FWD,449,409,32365.0,42765.0,Regular Gasoline,0,0,22,18.6,Find.do?action=sbs&id=40802
Ford,2023,Mustang HO Convertible,441,404,,,Regular Gasoline,0,0,22,15.5,Find.do?action=sbs&id=46349
Ford,2022,Mustang HO Convertible,441,404,,,Regular Gasoline,0,0,22,15.9,Find.do?action=sbs&id=45057
Ford,2021,Mustang HO Convertible,441,404,,,Regular Gasoline,0,0,22,15.5,Find.do?action=sbs&id=43674
Ford,2020,Mustang HO Convertible,441,406,,,Regular Gasoline,0,0,22,15.5,Find.do?action=sbs&id=41961
Ford,2020,F150 Pickup 2WD FFV,449,409,28745.0,55820.0,Regular Gasoline,0,0,22,29.5,Find.do?action=sbs&id=42167
Ford,2019,F150 Pickup 2WD FFV,456,412,28155.0,55220.0,Regular Gasoline,0,0,22,29.5,Find.do?action=sbs&id=41017
Ford,2021,F150 Pickup 2WD FFV,407,424,,,Regular Gasoline,0,0,21,24.5,Find.do?action=sbs&id=43459
Ford,2024,Maverick Tremor AWD,259,414,,,Regular Gasoline,0,0,21,16.5,Find.do?action=sbs&id=47367
Ford,2023,Maverick Tremor AWD,259,414,,,Regular Gasoline,0,0,21,0,Find.do?action=sbs&id=46368
Ford,2021,Bronco 4WD,238,424,28500.0,33995.0,Regular Gasoline,0,0,21,18.0,Find.do?action=sbs&id=43995
Ford,2021,Bronco 4WD,259,426,28500.0,33995.0,Regular Gasoline,0,0,21,18.0,Find.do?action=sbs&id=43996
Ford,2020,Edge AWD,259,417,33095.0,43265.0,Regular Gasoline,0,0,21,18.5,Find.do?action=sbs&id=42079
Ford,2019,Edge AWD,247,418,31990.0,42355.0,Regular Gasoline,0,0,21,18.5,Find.do?action=sbs&id=40823
Ford,2024,Edge AWD,247,418,38365.0,47205.0,Regular Gasoline,0,0,21,18.5,Find.do?action=sbs&id=46880
Ford,2023,Edge AWD,279,421,37945.0,46485.0,Regular Gasoline,0,0,21,18.5,Find.do?action=sbs&id=46384
Ford,2022,Edge AWD,393,423,37945.0,46485.0,Regular Gasoline,0,0,21,18.5,Find.do?action=sbs&id=44711
Ford,2021,Edge AWD,450,423,34745.0,43600.0,Regular Gasoline,0,0,21,18.5,Find.do?action=sbs&id=43716
Ford,2019,F150 2.7L 2WD GVWR>6649 LBS,598,422,,,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=41022
Ford,2019,F150 2WD BASE PAYLOAD LT TIRE,500,423,,,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=41016
Ford,2024,F150 Pickup 2WD,472,425,36570.0,49980.0,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=47605
Ford,2023,Mustang HO Convertible,452,423,,,Regular Gasoline,0,0,21,15.5,Find.do?action=sbs&id=46348
Ford,2022,Mustang HO Convertible,297,423,,,Regular Gasoline,0,0,21,15.9,Find.do?action=sbs&id=45053
Ford,2021,Mustang HO Convertible,297,415,,,Regular Gasoline,0,0,21,15.5,Find.do?action=sbs&id=43671
Ford,2019,F150 2WD FFV BASE PAYLOAD LT,297,423,,,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=41018
Ford,2023,F150 Pickup 2WD FFV,297,423,,,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=46163
Ford,2022,F150 Pickup 2WD FFV,297,423,,,Regular Gasoline,0,0,21,24.5,Find.do?action=sbs&id=44866
Ford,2022,F150 Pickup 4WD,297,433,35885.0,80435.0,Regular Gasoline,0,0,21,24.5,Find.do?action=sbs&id=44871
Ford,2021,F150 Pickup 4WD,297,432,33935.0,74600.0,Regular Gasoline,0,0,21,24.5,Find.do?action=sbs&id=43464
Ford,2019,F150 Pickup 4WD,297,423,32800.0,58645.0,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=41028
Ford,2023,Ranger 4WD,297,420,31045.0,40945.0,Regular Gasoline,0,0,21,18.0,Find.do?action=sbs&id=46186
Ford,2022,Ranger 4WD,297,420,29835.0,39730.0,Regular Gasoline,0,0,21,18.0,Find.do?action=sbs&id=45213
Ford,2021,Explorer Timberline AWD,297,431,46015.0,46015.0,Regular Gasoline,0,0,21,17.9,Find.do?action=sbs&id=44164
Ford,2024,Explorer Timberline AWD,297,433,49330.0,49330.0,Regular Gasoline,0,0,21,17.9,Find.do?action=sbs&id=47681
Ford,2023,Explorer Timberline AWD,288,433,48980.0,48980.0,Regular Gasoline,0,0,21,17.9,Find.do?action=sbs&id=46420
Ford,2022,Explorer Timberline AWD,288,433,48320.0,48320.0,Regular Gasoline,0,0,21,17.9,Find.do?action=sbs&id=44975
Ford,2024,Explorer RWD,288,426,36760.0,54670.0,Regular Gasoline,0,0,21,17.9,Find.do?action=sbs&id=47672
Ford,2023,Explorer RWD,288,428,36760.0,54220.0,Regular Gasoline,0,0,21,20.2,Find.do?action=sbs&id=46400
Ford,2022,Explorer RWD,506,428,35510.0,53775.0,Regular Gasoline,0,0,21,20.2,Find.do?action=sbs&id=44821
Ford,2021,Explorer RWD,506,431,32925.0,52730.0,Regular Gasoline,0,0,21,20.2,Find.do?action=sbs&id=43285
Ford,2019,Taurus FWD,506,428,27800.0,37310.0,Regular Gasoline,0,0,21,19.0,Find.do?action=sbs&id=40783
Ford,2019,Taurus FWD FFV,477,428,27800.0,37310.0,Regular Gasoline,0,0,21,19.0,Find.do?action=sbs&id=40785
Ford,2019,Explorer AWD,438,423,34515.0,54165.0,Regular Gasoline,0,0,21,18.6,Find.do?action=sbs&id=40805
Ford,2023,F150 Pickup 2WD,438,431,34585.0,65000.0,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=46159
Ford,2019,F150 Pickup 2WD,438,426,28155.0,55220.0,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=41020
Ford,2023,F150 Pickup 2WD,499,432,34585.0,65000.0,Regular Gasoline,0,0,21,29.5,Find.do?action=sbs&id=46161
Ford,2024,Bronco 4WD,409,438,39130.0,71105.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=47644
Ford,2024,Bronco 4WD,409,444,39130.0,71105.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=47645
Ford,2023,Bronco 4WD,409,439,34095.0,38540.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=46189
Ford,2023,Bronco 4WD,409,440,34095.0,38540.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=46190
Ford,2022,Bronco 4WD,425,439,31300.0,51225.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=44995
Ford,2022,Bronco 4WD,378,437,31300.0,51225.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=44998
Ford,2023,F150 Pickup 2WD FFV,396,443,,,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=46162
Ford,2024,Ranger 4WD,396,445,36210.0,47010.0,Regular Gasoline,0,0,20,0,Find.do?action=sbs&id=47613
Ford,2023,F150 Pickup 4WD FFV,474,444,,,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=46173
Ford,2022,F150 Pickup 4WD FFV,383,444,,,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44872
Ford,2021,F150 Pickup 4WD FFV,354,445,,,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=43466
Ford,2024,Bronco 4WD,354,452,39130.0,71105.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=47651
Ford,2023,Bronco 4WD,354,454,34095.0,38540.0,Regular Gasoline,0,0,20,18.0,Find.do?action=sbs&id=46191
Ford,2023,Explorer Timberline AWD,354,445,48980.0,48980.0,Regular Gasoline,0,0,20,17.9,Find.do?action=sbs&id=46417
Ford,2022,Explorer Timberline AWD,354,445,48320.0,48320.0,Regular Gasoline,0,0,20,17.9,Find.do?action=sbs&id=44978
Ford,2024,Explorer RWD,417,437,36760.0,54670.0,Regular Gasoline,0,0,20,17.9,Find.do?action=sbs&id=47673
Ford,2023,Explorer RWD,417,438,36760.0,54220.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=46401
Ford,2022,Explorer RWD,417,437,35510.0,53775.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=44822
Ford,2024,Explorer AWD,417,444,38760.0,56670.0,Regular Gasoline,0,0,20,17.9,Find.do?action=sbs&id=47679
Ford,2024,Explorer AWD,417,445,38760.0,56670.0,Regular Gasoline,0,0,20,17.9,Find.do?action=sbs&id=47680
Ford,2023,Explorer AWD,417,444,38760.0,56220.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=46410
Ford,2023,Explorer AWD,392,445,38760.0,56220.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=46411
Ford,2022,Explorer AWD,392,444,37510.0,55775.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=44823
Ford,2022,Explorer AWD,392,445,37510.0,55775.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=44826
Ford,2021,Explorer AWD,370,445,34925.0,54730.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=43289
Ford,2020,Explorer AWD,370,446,34765.0,58250.0,Regular Gasoline,0,0,20,20.2,Find.do?action=sbs&id=41511
Ford,2022,F150 Pickup 2WD,370,436,30870.0,76975.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44867
Ford,2021,F150 Pickup 2WD,356,437,29290.0,71175.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=43457
Ford,2023,F150 Pickup 4WD,421,435,39600.0,68795.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=46170
Ford,2021,F150 Pickup 4WD,421,445,33935.0,74600.0,Regular Gasoline,0,0,20,24.5,Find.do?action=sbs&id=44374
Ford,2019,F150 2.7L 4WD GVWR>6799 LBS,421,444,,,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=41032
Ford,2019,F150 4WD BASE PAYLOAD LT TIRE,421,444,,,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=41029
Ford,2024,F150 Pickup 4WD,378,444,41585.0,73730.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=47611
Ford,2023,F150 Pickup 4WD,378,451,39600.0,68795.0,Regular Gasoline,0,0,20,29.5,Find.do?action=sbs&id=46172
